scenario,token,observed,operator_bound,online_bound,online_realized_bound,diagonal_bound,structural_bound,transition_bound,A_norm,B_norm,spectral_radius_A,coefficient_error,update_error,rounding_error,rounding_bound,state_bound,energy_identity_error,driven_energy_identity_error,decomposition_error,approx_decomposition_error
switching-nonnormal,14,0.035586470193744314,0.03656461047363282,0.03656461047363282,0.03656461047363282,nan,nan,0.03656461047363281,2.118033988749895,1.0,0.5,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,1,0.00031600000000000004,0.00031600000000000004,0.00031600000000000004,0.00031600000000000004,0.00031600000000000004,nan,0.00031600000000000004,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,2,0.00044128000000000006,0.00044128000000000006,0.00044128000000000006,0.00044128000000000006,0.00044128000000000006,nan,0.00044128000000000006,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,3,0.0005765824000000001,0.0005765824000000001,0.0005765824000000001,0.0005765824000000001,0.0005765824000000001,nan,0.0005765824000000001,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,4,0.0007227089920000002,0.0007227089920000002,0.0007227089920000002,0.0007227089920000002,0.0007227089920000002,nan,0.0007227089920000002,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,5,0.0008805257113600004,0.0008805257113600004,0.0008805257113600004,0.0008805257113600004,0.0008805257113600004,nan,0.0008805257113600002,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,6,0.0010509677682688004,0.0010509677682688004,0.0010509677682688004,0.0010509677682688004,0.0010509677682688004,nan,0.0010509677682688002,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,7,0.0012350451897303045,0.0012350451897303045,0.0012350451897303045,0.0012350451897303045,0.0012350451897303045,nan,0.0012350451897303045,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,8,0.001433848804908729,0.001433848804908729,0.001433848804908729,0.001433848804908729,0.001433848804908729,nan,0.0014338488049087288,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,9,0.0016485567093014275,0.0016485567093014275,0.0016485567093014275,0.0016485567093014275,0.0016485567093014275,nan,0.0016485567093014273,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,10,0.0018804412460455419,0.0018804412460455419,0.0018804412460455419,0.0018804412460455419,0.0018804412460455419,nan,0.0018804412460455416,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,11,0.0021308765457291852,0.0021308765457291852,0.0021308765457291852,0.0021308765457291852,0.0021308765457291852,nan,0.0021308765457291844,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,12,0.00240134666938752,0.00240134666938752,0.00240134666938752,0.00240134666938752,0.00240134666938752,nan,0.0024013466693875198,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,13,0.0026934544029385216,0.0026934544029385216,0.0026934544029385216,0.0026934544029385216,0.0026934544029385216,nan,0.002693454402938521,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,14,0.0030089307551736033,0.0030089307551736033,0.0030089307551736033,0.0030089307551736033,0.0030089307551736033,nan,0.0030089307551736033,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,15,0.0033496452155874915,0.0033496452155874915,0.0033496452155874915,0.0033496452155874915,0.0033496452155874915,nan,0.003349645215587492,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
adversarial,16,0.003717616832834491,0.003717616832834491,0.003717616832834491,0.003717616832834491,0.003717616832834491,nan,0.0037176168328344915,1.08,1.0,1.08,0.0,0.0001,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,1,0.0013,0.001697056274847714,0.001697056274847714,0.001697056274847714,0.0013,nan,0.001697056274847714,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,2,0.000848528137423857,0.0020364675298172566,0.0020364675298172566,0.0020364675298172566,0.000848528137423857,nan,0.000848528137423857,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,3,0.0007799999999999999,0.002443761035780708,0.002443761035780708,0.002443761035780708,0.0007799999999999999,nan,0.0010182337649086283,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,4,0.0005091168824543142,0.0029325132429368493,0.0029325132429368493,0.0029325132429368493,0.0005091168824543142,nan,0.0005091168824543142,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,5,0.00046799999999999994,0.003519015891524219,0.003519015891524219,0.003519015891524219,0.00046799999999999994,nan,0.0006109402589451771,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,6,0.0003054701294725885,0.004222819069829063,0.004222819069829063,0.004222819069829063,0.0003054701294725885,nan,0.00030547012947258854,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,7,0.00028079999999999994,0.0050673828837948754,0.0050673828837948754,0.0050673828837948754,0.00028079999999999994,nan,0.0003665641553671062,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,8,0.00018328207768355308,0.00608085946055385,0.00608085946055385,0.00608085946055385,0.00018328207768355308,nan,0.0001832820776835531,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,9,0.00016847999999999999,0.00729703135266462,0.00729703135266462,0.00729703135266462,0.00016847999999999999,nan,0.00021993849322026374,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,10,0.00010996924661013186,0.008756437623197545,0.008756437623197545,0.008756437623197545,0.00010996924661013186,nan,0.00010996924661013187,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,11,0.00010108799999999998,0.010507725147837052,0.010507725147837052,0.010507725147837052,0.00010108799999999998,nan,0.00013196309593215824,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,12,6.59815479660791e-05,0.012609270177404463,0.012609270177404463,0.012609270177404463,6.59815479660791e-05,nan,6.598154796607912e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,13,6.065279999999998e-05,0.015131124212885354,0.015131124212885354,0.015131124212885354,6.065279999999998e-05,nan,7.917785755929494e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,14,3.9588928779647464e-05,0.018157349055462426,0.018157349055462426,0.018157349055462426,3.9588928779647464e-05,nan,3.958892877964747e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,15,3.639167999999999e-05,0.02178881886655491,0.02178881886655491,0.02178881886655491,3.639167999999999e-05,nan,4.750671453557696e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,16,2.3753357267788475e-05,0.02614658263986589,0.02614658263986589,0.02614658263986589,2.3753357267788475e-05,nan,2.375335726778848e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,17,2.1835007999999992e-05,0.03137589916783907,0.03137589916783907,0.03137589916783907,2.1835007999999992e-05,nan,2.8504028721346177e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,18,1.4252014360673085e-05,0.03765107900140688,0.03765107900140688,0.03765107900140688,1.4252014360673085e-05,nan,1.4252014360673088e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,19,1.3101004799999994e-05,0.045181294801688254,0.045181294801688254,0.045181294801688254,1.3101004799999994e-05,nan,1.7102417232807708e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,20,8.551208616403852e-06,0.0542175537620259,0.0542175537620259,0.0542175537620259,8.551208616403852e-06,nan,8.551208616403854e-06,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,21,7.860602879999997e-06,0.06506106451443108,0.06506106451443108,0.06506106451443108,7.860602879999997e-06,nan,1.0261450339684623e-05,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,22,5.130725169842311e-06,0.0780732774173173,0.0780732774173173,0.0780732774173173,5.130725169842311e-06,nan,5.1307251698423116e-06,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,23,4.716361727999998e-06,0.09368793290078076,0.09368793290078076,0.09368793290078076,4.716361727999998e-06,nan,6.156870203810773e-06,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
diagonal-shared,24,3.078435101905386e-06,0.1124255194809369,0.1124255194809369,0.1124255194809369,3.078435101905386e-06,nan,3.0784351019053865e-06,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0
