abstention_fraction,any_committed_coverage_failure,any_false_safe,any_local_false_safe,any_local_risk_violation,any_mean_risk_violation,any_pathwise_budget_violation,any_reported_coverage_failure,audit_cost_ms,audit_cost_ms_per_round,audit_fraction,audits,certificate_available_rounds,committed_catastrophes,committed_loss,delta,epsilon,exact_actions,fast_commit_fraction,fast_commits,fast_selective_risk,final_committed_upper,final_reported_upper,first_reset_round,intended_loss,intended_selective_risk,intended_weight,labels_observed,matched_exact_ms,matched_exact_tokens_per_second,max_local_intended_risk,max_pending_labels,policy,proposals,reset_cost_ms,reset_cost_ms_per_round,reset_reasons,reset_rounds,reset_shadow_actions,resets,rounds,saved_ms_per_round,seed,startup_budget,support_abstentions,throughput_reward_tokens_per_second,throughput_tokens_per_second,total_ms
0.45866666666666667,False,True,True,True,True,True,True,1268714.0125255324,105.72616771046103,0.10725,1287,6496,319,415.7273461969897,0.05,0.06,5504,0.4340833333333333,5209,0.07980943486215966,inf,0.060087351634949465,,401.5888811431314,0.07727618556478649,5196.800000000633,1287,8735897.175142977,1.3736425417351137,0.20985159291188993,3,importance_weighted_nominal,6496,0.0,0.0,[],[],0,0,12000,177.51068108179933,20274957,60.0,0,0.44295140759518237,1.816593949330296,6605769.0021613855
0.3405,False,True,True,True,True,True,True,0.0,0.0,0.0,0,7914,565,720.1770268458723,0.05,0.06,4086,0.6595,7914,0.09100038246725706,inf,0.009111786215248142,,720.1770268458723,0.09100038246725706,7914.0,0,8929448.754692547,1.3438679508288613,0.23136582241203066,0,naive_calibration,7914,0.0,0.0,[],[],0,0,12000,309.03044774633986,20274957,60.0,0,0.9545056093361453,2.2983735601650066,5221083.3817364685
0.365,False,True,True,True,True,True,True,0.0,0.0,0.0,0,7620,479,602.8268725754438,0.05,0.06,4380,0.635,7620,0.07911113813326033,inf,-0.005379163238342882,,602.8268725754438,0.07911113813326033,7620.0,0,8884740.253809506,1.3506303681590202,0.1955588205109631,0,split_conformal,7620,0.0,0.0,[],[],0,0,12000,296.80816999393704,20274957,60.0,0,0.9037195914758149,2.254349959634835,5323042.213882262
0.6705833333333333,False,False,False,False,False,False,False,688990.9991521804,57.41591659601503,0.05675,681,3953,0,24.38217463141868,0.05,0.06,5647,0.27266666666666667,3272,0.007451764862903019,101.08097821576372,0.027126594240158907,4200,25.036751226547647,0.007723911825703913,3241.4600000001865,681,8432794.633683119,1.4230157997763149,0.01156667899506912,2,anytime_random_audit,3953,2063533.449074534,171.96112075621116,['traffic_epoch_change_point'],[4200],2400,1,12000,77.35565798943118,20275966,60.0,0,0.17601907867119326,1.5990348784475081,7504526.737809945
0.361,False,True,True,True,True,False,True,1475578.5069573729,122.96487557978108,0.125,1500,7668,301,399.9880033876154,0.05,0.06,4332,0.514,6168,0.06484889808489225,inf,0.060385694143493505,,399.7455146132125,0.06516456615368371,6134.400000000846,1500,8785998.95675305,1.365809404151661,0.184770024415173,3,importance_weighted_nominal,7668,0.0,0.0,[],[],0,0,12000,209.9710337941788,20275966,60.0,0,0.5491820349442418,1.9149914390959029,6266346.5512229055
0.302,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8376,526,675.2897713987512,0.05,0.06,3624,0.698,8376,0.0806219879893447,inf,0.009111786215248142,,675.2897713987512,0.0806219879893447,8376.0,0,8910417.378271595,1.3467382604615665,0.2395023829636509,0,naive_calibration,8376,0.0,0.0,[],[],0,0,12000,326.7472249814514,20275966,60.0,0,1.0583361201156587,2.4050743805772252,4989450.678494178
0.31758333333333333,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8189,486,619.5249890465875,0.05,0.06,3811,0.6824166666666667,8189,0.07565331408555227,inf,-0.005379163238342882,,619.5249890465875,0.07565331408555227,8189.0,0,8894731.320460625,1.3491132635334695,0.1930341502377698,0,split_conformal,8189,0.0,0.0,[],[],0,0,12000,319.3109638242411,20275966,60.0,0,1.0210231341957845,2.370136397729254,5062999.754569732
0.6730833333333334,False,False,False,False,False,False,False,688244.0323246963,57.35366936039136,0.057166666666666664,686,3923,2,25.984478171965776,0.05,0.06,5677,0.26975,3237,0.00802733338645838,94.18316914868595,0.025382727149904815,4200,25.7297530585369,0.007998406227978665,3216.8600000001816,686,8437292.40762308,1.4222572147858736,0.013624231040461125,2,anytime_random_audit,3923,2067770.038514391,172.31416987619926,['traffic_epoch_change_point'],[4200],2400,1,12000,75.33743791567433,20276975,60.0,0,0.1706822080976984,1.592939422883572,7533243.152634989
0.3754166666666667,False,True,True,True,True,True,True,1570424.5330984758,130.86871109153964,0.13316666666666666,1598,7495,326,416.8784263109597,0.05,0.06,4505,0.49141666666666667,5897,0.07069330614057312,inf,0.06099727714223829,,412.66175481439234,0.06882284102974254,5996.000000000815,1598,8763406.338190144,1.3693305476096742,0.22060662543267215,3,importance_weighted_nominal,7495,0.0,0.0,[],[],0,0,12000,197.11062525555514,20276975,60.0,0,0.506232462668301,1.8755630102779752,6398078.835123482
0.30383333333333334,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8354,546,690.5141775836569,0.05,0.06,3646,0.6961666666666667,8354,0.0826567126626355,inf,0.009111786215248142,,690.5141775836569,0.0826567126626355,8354.0,0,8904714.377232036,1.347600775459135,0.2517274663356567,0,naive_calibration,8354,0.0,0.0,[],[],0,0,12000,325.62213337120517,20276975,60.0,0,1.0537205387336877,2.4013213141928227,4997248.776777574
0.32958333333333334,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8045,488,617.7130972570183,0.05,0.06,3955,0.6704166666666667,8045,0.07678223707358835,inf,-0.005379163238342882,,617.7130972570183,0.07678223707358835,8045.0,0,8882804.147409903,1.350924753136545,0.21345556879062885,0,split_conformal,8045,0.0,0.0,[],[],0,0,12000,313.3168953437385,20276975,60.0,0,0.9914521184187113,2.342376871555256,5123001.4032850405
